Category_Technology,Category_Office Supplies,Category_Furniture,City,Sales
0,1,0,chicago,826.4284106997071
1,0,0,san francisco,966.6665257927664
0,1,0,denver,736.2642986885193
1,0,0,los angeles,851.7682124247594
1,0,0,jacksonville,934.767818080177
1,0,0,phoenix,933.1553329505882
0,1,0,indianapolis,764.313114013011
0,0,1,columbus,867.343350541769
1,0,0,san jose,1069.054888519359
0,0,1,chicago,848.4400255059024
0,1,0,houston,761.2551491225325
0,1,0,philadelphia,816.9444558004816
1,0,0,charlotte,1029.4677711779343
1,0,0,san antonio,936.4321430394052
0,1,0,san francisco,781.6429014917785
1,0,0,washington,846.4790822930286
0,1,0,austin,841.6568689529995
0,0,1,new york,833.1982601389121
0,0,1,phoenix,836.0496496764931
0,1,0,fort worth,825.9011402359822
1,0,0,columbus,931.7336698652728
1,0,0,dallas,869.6255824229771
1,0,0,indianapolis,843.7675258564921
0,1,0,san francisco,797.8411147607569
0,0,1,san antonio,873.3280912793269
0,0,1,jacksonville,828.9951651957291
1,0,0,philadelphia,1022.9542529991448
0,0,1,charlotte,849.7945914495717
1,0,0,phoenix,923.4031915032632
1,0,0,dallas,916.762099593203
1,0,0,columbus,896.2138271239435
1,0,0,san diego,886.0229374795812
1,0,0,columbus,900.0234233348515
1,0,0,jacksonville,854.3519777456786
0,1,0,san jose,852.4942084610387
0,0,1,washington,871.1859472771226
1,0,0,washington,915.654178853259
1,0,0,fort worth,879.4118378881961
0,1,0,denver,706.4425481373366
1,0,0,san francisco,880.1172424952615
1,0,0,san diego,924.8232821404688
0,1,0,san jose,940.7710694032634
1,0,0,chicago,782.8815283178648
1,0,0,chicago,828.392797655007
1,0,0,phoenix,1015.4301696061088
0,0,1,charlotte,989.0083538896998
0,1,0,indianapolis,760.51431313611
0,1,0,philadelphia,949.920037061162
1,0,0,washington,832.3314422789285
1,0,0,washington,793.538029796819
0,1,0,charlotte,910.5115137839564
1,0,0,los angeles,967.7352454806096
1,0,0,washington,932.9014595991064
1,0,0,san francisco,855.827769689371
1,0,0,seattle,907.96899314095
1,0,0,new york,922.990902348002
0,0,1,denver,824.0488856615848
1,0,0,jacksonville,966.3178354573072
0,1,0,san diego,799.7477071399362
1,0,0,philadelphia,
0,1,0,jacksonville,805.8095230752749
1,0,0,san antonio,957.62770696181
0,0,1,seattle,838.2770134399099
1,0,0,columbus,926.3717071966704
0,1,0,san diego,900.2312354027473
1,0,0,washington,843.0964423799164
0,0,1,columbus,821.7670310145048
1,0,0,phoenix,1007.3879795888076
0,0,1,dallas,924.3764187068538
0,1,0,san diego,851.797964269056
1,0,0,los angeles,863.6881864982893
1,0,0,charlotte,980.908613486156
0,1,0,fort worth,813.0096675882746
1,0,0,san antonio,875.3715716313563
0,0,1,,867.0809898330346
0,1,0,san antonio,798.7508491721856
0,1,0,columbus,812.9816774219296
1,0,0,columbus,811.5392877078974
0,1,0,jacksonville,759.3460606164214
0,1,0,new york,794.682994257367
1,0,0,new york,935.5259376824408
1,0,0,jacksonville,908.5105371547718
1,0,0,washington,887.7342391966346
1,0,0,san francisco,949.246085952488
0,1,0,houston,830.8628905238156
0,0,1,san antonio,940.2755943432736
0,1,0,charlotte,768.9319201966011
0,0,1,chicago,826.9028956233939
1,0,0,san antonio,961.6257932209044
0,1,0,philadelphia,957.989336551062
0,1,0,charlotte,903.0493305592618
1,0,0,san diego,877.0406851069774
0,0,1,philadelphia,886.6493565781544
0,1,0,san jose,833.0484119535292
0,0,1,charlotte,936.3759440625304
0,1,0,austin,838.0088974187773
0,1,0,FORT WORTH,612.7668917463441
0,0,1,philadelphia,864.0855493035781
1,0,0,new york,858.7875439240436
1,0,0,denver,790.8758755039228
0,1,0,jacksonville,733.32352759546
0,0,1,philadelphia,1025.5485315245348
1,0,0,seattle,897.5689052917802
0,1,0,fort worth,745.6942645310754
0,0,1,san antonio,899.3671713862685
0,1,0,fort worth,822.3034711325192
1,0,0,san diego,1032.0307832227545
0,0,1,indianapolis,899.2686509015055
1,0,0,dallas,899.7404414812502
0,0,1,washington,742.3596049828398
1,0,0,fort worth,814.8758809296505
1,0,0,los angeles,882.9070776662593
0,1,0,houston,776.32816025347
1,0,0,los angeles,907.7158260639216
0,1,0,houston,677.3486630710776
1,0,0,seattle,815.4124486164741
0,0,1,phoenix,921.9504026791868
0,0,1,denver,815.002027517471
1,0,0,san jose,957.5061566194244
0,1,0,seattle,822.1463027020046
0,1,0,san jose,930.3406230447296
1,0,0,phoenix,974.5034468332912
0,0,1,indianapolis,766.9174822601202
0,0,1,fort worth,910.7609817834974
1,0,0,indianapolis,855.184575868833
1,0,0,dallas,880.4998816463764
0,0,1,jacksonville,811.3170980836851
0,1,0,columbus,726.2793225668358
1,0,0,columbus,830.3502823214135
1,0,0,,859.360287646572
0,1,0,phoenix,708.5029459888042
1,0,0,denver,851.1870137238283
0,1,0,columbus,835.1174427747882
0,0,1,dallas,778.7843783286651
0,0,1,san antonio,993.9743944726364
0,0,1,san diego,939.3188903640304
0,0,1,columbus,829.088808276464
1,0,0,columbus,824.4459089144358
1,0,0,austin,882.1451059360188
1,0,0,columbus,874.3158162405448
1,0,0,san diego,923.40603234244
0,0,1,chicago,811.7806442936779
0,0,1,seattle,901.466156014632
0,1,0,chicago,846.854104812011
0,1,0,fort worth,788.6336945776761
1,0,0,jacksonville,920.3232986627276
0,1,0,san francisco,783.2222368903851
0,1,0,seattle,797.7540962466687
1,0,0,phoenix,979.5816726703677
1,0,0,san antonio,900.1630918616935
1,0,0,austin,995.0423585399724
1,0,0,austin,909.1912142381104
0,1,0,san francisco,762.3898857350086
0,1,0,san jose,815.6543451828107
1,0,0,san francisco,865.5688943012267
0,0,1,fort worth,800.6357887354999
0,0,1,columbus,881.4545568343663
0,1,0,indianapolis,766.0716090978497
1,0,0,fort worth,800.7846134107458
0,0,1,san jose,847.9019766379887
1,0,0,new york,860.2001235541203
0,1,0,new york,822.7200514988949
0,1,0,san francisco,869.148847239732
0,1,0,charlotte,791.4617501531903
1,0,0,jacksonville,912.617623223503
0,1,0,philadelphia,852.9063769262037
1,0,0,philadelphia,956.7889607538242
1,0,0,jacksonville,840.7879060545237
1,0,0,san francisco,887.9968376273545
0,0,1,houston,745.5410270056519
0,1,0,houston,737.7074538257823
0,1,0,los angeles,860.4128921292271
0,1,0,jacksonville,825.5618759994684
1,0,0,san antonio,1011.6875805344488
1,0,0,washington,895.3178614850999
1,0,0,dallas,886.7259034748404
0,0,1,dallas,855.6447803756192
1,0,0,san diego,881.2100915292347
0,1,0,columbus,675.6985825619628
1,0,0,new york,920.8085575732036
0,0,1,jacksonville,754.2335457631466
0,1,0,los angeles,859.0800527648792
1,0,0,fort worth,902.5406871670908
1,0,0,houston,808.523942714478
1,0,0,washington,847.1955168438869
1,0,0,seattle,897.4230696937933
0,0,1,denver,762.8914341289831
1,0,0,charlotte,998.0260094674484
1,0,0,columbus,911.4334890791096
1,0,0,san diego,847.8519279926631
0,0,1,jacksonville,802.8445496442243
0,0,1,dallas,826.1596577013486
1,0,0,philadelphia,1030.0290165485194
0,0,1,seattle,880.6142497824014
1,0,0,los angeles,786.4540849237006
0,1,0,san diego,805.4002911142086
0,0,1,columbus,853.6336808501721
0,1,0,philadelphia,833.0020091273523
0,1,0,san jose,824.1293822300753
1,0,0,san diego,882.6522658505849
1,0,0,indianapolis,848.6011437454441
1,0,0,jacksonville,845.045328966179
0,0,1,indianapolis,846.9965184863693
1,0,0,fort worth,
1,0,0,denver,807.1920629009041
1,0,0,jacksonville,874.0654049985536
0,0,1,charlotte,994.9458277023792
0,0,1,phoenix,935.2639934245392
0,0,1,charlotte,950.4431917225368
1,0,0,philadelphia,987.3125635650388
1,0,0,austin,914.650952773351
1,0,0,indianapolis,831.9967108199738
0,0,1,columbus,789.5002034473307
0,1,0,philadelphia,927.5780000942648
1,0,0,austin,
0,1,0,jacksonville,710.6347148652314
0,1,0,fort worth,837.6326539192346
0,0,1,houston,784.4024284444371
0,1,0,san antonio,848.6689007260111
1,0,0,los angeles,955.6168970023208
0,0,1,philadelphia,794.8965658271599
0,1,0,philadelphia,895.7298853639973
0,1,0,seattle,785.371196747865
0,0,1,washington,697.9054001359161
1,0,0,san diego,863.3736453737149
1,0,0,san diego,897.2695729182534
0,1,0,san diego,862.2825688383557
0,1,0,san diego,811.1881024993986
0,0,1,new york,838.4060657169551
0,0,1,los angeles,835.1935818580089
0,1,0,jacksonville,848.3952137152911
0,0,1,san francisco,875.05155783071
1,0,0,houston,859.1427740892001
0,0,1,chicago,764.8433499401871
1,0,0,columbus,885.9919707565522
1,0,0,san diego,1059.0935902689623
0,1,0,fort worth,804.7633643249657
1,0,0,denver,822.0328608183758
1,0,0,phoenix,1051.6229945106695
1,0,0,fort worth,825.8303189271356
1,0,0,washington,904.7152020355508
1,0,0,new york,878.6900084624367
1,0,0,charlotte,980.1064543156112
0,0,1,los angeles,863.9414859079886
1,0,0,san antonio,903.6215786794202
1,0,0,philadelphia,953.5330146164172
1,0,0,phoenix,893.1582957718418
0,0,1,houston,744.7490484894732
1,0,0,los angeles,919.6981849639108
0,1,0,san jose,833.8642841923291
1,0,0,phoenix,913.4995055772548
0,1,0,seattle,939.366195029401
0,1,0,san jose,992.4672712637284
1,0,0,san francisco,928.041204732314
1,0,0,dallas,914.0755869044413
0,0,1,austin,871.3791679468414
1,0,0,indianapolis,804.7379530697708
0,1,0,dallas,760.9832086953096
0,0,1,charlotte,921.0148277137276
0,1,0,philadelphia,908.6538779768144
0,1,0,AUSTIN,770.4831749466746
0,1,0,indianapolis,871.3623583947748
1,0,0,houston,863.4012358342767
0,1,0,san francisco,721.4651649725729
0,1,0,new york,788.873739767443
1,0,0,washington,823.8774568453138
0,0,1,new york,782.3729951628374
1,0,0,dallas,824.8799056412765
1,0,0,jacksonville,881.1757019090418
1,0,0,houston,956.1357845377088
0,0,1,fort worth,819.6332669322054
0,1,0,san antonio,850.694490296496
0,0,1,san diego,916.9257140915738
1,0,0,fort worth,857.7621835720406
0,0,1,austin,853.9489990779331
1,0,0,dallas,798.062915829192
0,0,1,charlotte,901.6273908166586
1,0,0,san jose,1025.1968156690973
0,1,0,austin,908.7696075024812
0,0,1,jacksonville,856.8190314013054
0,0,1,columbus,849.4439308279354
1,0,0,denver,852.1587819777135
1,0,0,jacksonville,869.9259003106001
0,1,0,seattle,761.0908210573061
0,0,1,indianapolis,740.4274877849077
1,0,0,chicago,961.856290831256
1,0,0,new york,889.5560483653663
1,0,0,denver,836.8767372171451
0,1,0,houston,842.0583267896241
1,0,0,charlotte,1071.5991215381127
0,1,0,jacksonville,931.2579176504188
1,0,0,fort worth,852.5836275831045
0,1,0,indianapolis,769.2615386389713
1,0,0,san diego,952.5477961247406
1,0,0,fort worth,948.1092566623886
1,0,0,washington,872.1011588978363
1,0,0,phoenix,909.8322571482648
1,0,0,seattle,860.3310209616304
0,0,1,san francisco,907.871572469444
1,0,0,jacksonville,925.0517596577328
1,0,0,indianapolis,855.354494375476
1,0,0,san francisco,887.0659944206805
0,0,1,los angeles,844.3567230718174
1,0,0,philadelphia,1034.95195149443
0,1,0,indianapolis,724.5523526943887
1,0,0,charlotte,910.3294449590328
1,0,0,indianapolis,954.8404386789562
0,0,1,washington,820.252723601983
1,0,0,dallas,874.0335620428975
0,0,1,phoenix,942.549605985887
0,1,0,new york,731.5544820732708
1,0,0,philadelphia,1010.524800038824
0,0,1,columbus,810.8636380334614
1,0,0,indianapolis,920.2836268342004
1,0,0,denver,782.3132949164909
0,0,1,new york,853.5333093983065
0,0,1,new york,819.4383714404696
0,1,0,fort worth,729.7678350938334
0,0,1,columbus,868.567228960637
1,0,0,philadelphia,965.5839038573224
1,0,0,philadelphia,996.3006399078432
0,0,1,new york,894.2855960393151
1,0,0,columbus,919.5747822110308
1,0,0,chicago,817.981443247643
1,0,0,san jose,940.9126872494757
1,0,0,denver,881.9645673375944
0,1,0,denver,798.6938450786812
0,1,0,denver,739.4521862033049
1,0,0,houston,860.8926739763928
0,0,1,washington,828.5793553196985
0,0,1,denver,825.5449592527542
0,1,0,san jose,809.0526314616976
1,0,0,los angeles,832.248393473526
1,0,0,houston,738.0381493219301
1,0,0,philadelphia,978.2780547694956
0,1,0,san antonio,747.790488642622
1,0,0,charlotte,1077.8362817857546
1,0,0,san antonio,948.7058027233132
0,1,0,seattle,738.9066530444372
1,0,0,washington,925.7565371888304
1,0,0,denver,915.8749151418632
0,0,1,dallas,888.9362077462674
0,0,1,washington,778.5964152247598
0,0,1,san jose,953.8027167446088
1,0,0,fort worth,926.7833643004666
1,0,0,seattle,976.54285748786
1,0,0,charlotte,894.8128582516817
0,1,0,indianapolis,753.1182946545221
0,1,0,fort worth,722.7995407743931
1,0,0,jacksonville,987.2062132546056
1,0,0,san jose,992.5528666927232
0,0,1,new york,875.5623902191123
0,1,0,san diego,843.8177677850807
0,1,0,seattle,816.7642792203428
0,1,0,los angeles,759.8355939519956
1,0,0,charlotte,948.6745288576558
0,1,0,jacksonville,797.5757682250653
1,0,0,dallas,845.5707144680863
1,0,0,chicago,830.3414105119127
1,0,0,houston,840.7161363526943
0,0,1,los angeles,822.7427995660952
0,1,0,san diego,822.4908545088717
0,0,1,san jose,895.8564792766474
0,0,1,charlotte,886.7570670254996
1,0,0,austin,915.6187919843088
0,1,0,seattle,798.304796002282
0,1,0,,824.4149136928706
1,0,0,san diego,952.5435776972804
0,0,1,san francisco,772.6544907455549
1,0,0,indianapolis,906.9875380505454
1,0,0,seattle,930.1904515976696
1,0,0,philadelphia,1017.3636703198728
1,0,0,columbus,934.1806165151664
1,0,0,chicago,835.61730881085
1,0,0,san antonio,901.009861652009
1,0,0,san francisco,988.5231757053594
1,0,0,charlotte,1057.5520190739237
0,0,1,charlotte,917.1705719841324
0,1,0,san diego,850.1555712334247
0,1,0,san antonio,850.5299935713417
0,1,0,philadelphia,960.8822316076768
1,0,0,los angeles,920.264019496904
0,0,1,fort worth,754.3856550593985
1,0,0,jacksonville,870.1997035751234
0,0,1,san francisco,1005.6768329771662
0,1,0,dallas,715.0689371316029
0,0,1,los angeles,855.513956081379
1,0,0,indianapolis,979.6766720126226
0,1,0,phoenix,819.0128379107773
1,0,0,austin,825.6550249336831
1,0,0,denver,731.8501367851567
0,1,0,san antonio,776.2893018118083
0,1,0,los angeles,714.8532623805035
0,0,1,charlotte,972.8583668631252
1,0,0,jacksonville,907.4072053404934
0,0,1,san francisco,742.3081356000814
1,0,0,new york,801.2324553870677
1,0,0,fort worth,927.007024654342
0,1,0,philadelphia,882.6579527849416
0,1,0,fort worth,836.6815672195278
1,0,0,seattle,953.950538417644
1,0,0,chicago,814.473964801337
1,0,0,new york,925.0984032834276
0,0,1,san francisco,877.1425533048355
1,0,0,fort worth,766.913952286852
0,0,1,phoenix,840.9010835385732
1,0,0,fort worth,986.8835244214011
1,0,0,phoenix,912.6179881033132
0,1,0,denver,779.5760558166551
1,0,0,seattle,888.4674625906056
0,1,0,san jose,877.1861975938835
0,1,0,san diego,813.7750965946874
1,0,0,san francisco,947.2593646471591
0,0,1,washington,865.9495422176462
0,1,0,houston,756.8962283787139
1,0,0,los angeles,857.7763478198489
0,1,0,philadelphia,844.5605579525594
0,1,0,chicago,693.2040151597845
0,0,1,san antonio,849.2785349120236
1,0,0,san jose,879.6787399778041
0,1,0,philadelphia,883.9423599856203
1,0,0,charlotte,
1,0,0,los angeles,953.2625980825964
0,1,0,indianapolis,702.9957103376084
0,1,0,fort worth,707.3902349457729
0,1,0,new york,857.2350684261462
1,0,0,philadelphia,904.5634768524084
0,1,0,phoenix,961.5608109509504
0,0,1,fort worth,768.8051441739663
0,1,0,seattle,752.1545851959879
0,1,0,jacksonville,836.1404922856871
0,1,0,san antonio,843.4695764348864
1,0,0,san francisco,981.0768407297252
1,0,0,chicago,777.4347923884893
0,1,0,charlotte,897.6817713902542
0,1,0,new york,778.701322284826
0,0,1,charlotte,867.1635972783021
0,1,0,jacksonville,888.0736446500539
1,0,0,denver,870.7674899441545
0,1,0,san diego,816.8575446313712
1,0,0,jacksonville,916.7003112796924
1,0,0,san francisco,812.5822866443617
0,1,0,los angeles,740.5696987289487
1,0,0,indianapolis,847.3689421564524
1,0,0,san antonio,931.8200840397144
1,0,0,fort worth,928.7317185022456
1,0,0,new york,836.7539385400473
0,1,0,philadelphia,817.3354340167652
0,0,1,fort worth,840.0713183376753
1,0,0,austin,955.2050994817236
0,1,0,san jose,771.9362800971693
0,0,1,charlotte,875.0812263308582
0,0,1,washington,809.911600662596
0,0,1,indianapolis,806.2898245144294
0,1,0,indianapolis,768.4929136416616
1,0,0,houston,785.9840219976662
0,0,1,phoenix,902.4492627240496
0,0,1,columbus,877.3539188488942
0,0,1,washington,674.6182849641422
0,1,0,san jose,853.8805004180382
1,0,0,columbus,796.9014631142613
1,0,0,new york,879.3884155619331
1,0,0,austin,886.7607553947291
1,0,0,seattle,904.7037267451528
0,0,1,charlotte,1002.331819186673
1,0,0,seattle,849.0270438897802
0,0,1,san diego,828.2779532752796
0,1,0,san jose,844.5074325283599
0,0,1,san jose,933.9341076614731
0,0,1,phoenix,858.0476864436955
0,0,1,san jose,898.9894422272373
1,0,0,seattle,864.525487731992
1,0,0,philadelphia,949.673625263182
1,0,0,chicago,888.5205661181388
1,0,0,san diego,947.553191478411
0,0,1,dallas,754.1599676592015
1,0,0,phoenix,975.3254048831488
0,1,0,los angeles,960.288079336226
1,0,0,los angeles,980.2112546339348
0,1,0,san antonio,783.9071190465077
0,1,0,indianapolis,770.5951764365267
1,0,0,san jose,966.3210867138158
0,0,1,jacksonville,866.9727359484344
0,0,1,los angeles,831.8892707542204
1,0,0,san jose,954.542508213027
0,0,1,washington,782.4588024509742
1,0,0,new york,935.77192892582
1,0,0,houston,866.5485606956357
1,0,0,fort worth,880.927802423279
0,1,0,jacksonville,854.918957289242
0,0,1,austin,973.6586597432516
0,0,1,san jose,970.2249016350946
1,0,0,san francisco,959.1582041056035
0,0,1,phoenix,987.133404487388
1,0,0,indianapolis,815.6690429718966
1,0,0,phoenix,944.0660968477538
0,0,1,los angeles,888.4474166395026
1,0,0,dallas,833.7235211677283
0,1,0,philadelphia,854.8372797744886
0,1,0,seattle,807.7208610572238
0,0,1,columbus,818.4932232645224
0,1,0,denver,762.3009374671599
0,1,0,columbus,722.7304139057546
1,0,0,san diego,918.1122646158068
1,0,0,indianapolis,870.7012033090423
1,0,0,chicago,952.7502183777348
0,1,0,san jose,854.5685279558749
0,1,0,indianapolis,731.4868114622246
0,0,1,austin,947.6472029725728
1,0,0,san diego,761.2625530933262
0,1,0,new york,765.1325772277689
1,0,0,fort worth,839.314326914372
1,0,0,houston,864.0460828403352
0,1,0,san antonio,878.3113127170313
0,0,1,columbus,907.5640599450676
1,0,0,phoenix,971.3473843126172
0,1,0,austin,784.4158144277961
1,0,0,indianapolis,838.2906696829401
0,1,0,phoenix,838.7724937528736
0,1,0,washington,787.3607712901066
1,0,0,chicago,874.8123270080215
0,1,0,phoenix,824.5850936081836
1,0,0,san francisco,836.4175779041765
0,1,0,denver,715.5711550178454
1,0,0,charlotte,925.7326558217234
1,0,0,san diego,1001.0788496768032
0,0,1,fort worth,776.5170696846686
1,0,0,charlotte,974.0068027858129
0,1,0,chicago,820.4220704173797
0,1,0,new york,790.7449143216326
0,1,0,dallas,723.6998679527384
1,0,0,dallas,927.2542513899645
1,0,0,indianapolis,881.7093559851686
0,0,1,los angeles,743.7256132072854
0,1,0,dallas,840.286071799714
1,0,0,denver,902.6689851551675
0,0,1,fort worth,831.9250243215124
0,1,0,phoenix,940.7381742847772
1,0,0,dallas,920.523385175628
0,0,1,fort worth,871.3970904386439
1,0,0,new york,932.8200795359264
0,1,0,san francisco,836.8521995372008
1,0,0,houston,761.4558576931425
0,0,1,houston,717.4266371033191
0,1,0,washington,811.5420241421434
1,0,0,san jose,1029.5825369537563
0,1,0,philadelphia,837.741330121579
1,0,0,jacksonville,838.3118578116994
0,1,0,washington,782.1325068396758
1,0,0,charlotte,898.3972621538688
1,0,0,chicago,863.5551077938088
1,0,0,columbus,862.2446763242366
1,0,0,new york,869.7771648499214
0,1,0,san jose,962.2215508952652
0,0,1,san francisco,817.3004270769634
1,0,0,san antonio,918.6704346972556
1,0,0,houston,785.392189911538
1,0,0,columbus,927.0187018457892
0,1,0,charlotte,
0,1,0,columbus,838.9154122638882
0,1,0,chicago,649.1446443378802
0,0,1,indianapolis,811.0934509349139
1,0,0,columbus,886.6063767828288
1,0,0,seattle,943.5761638952746
1,0,0,chicago,839.9000607384352
0,1,0,denver,798.341240719558
0,1,0,chicago,745.6282242735701
0,1,0,jacksonville,798.6878589452094
1,0,0,phoenix,1005.0975778627488
1,0,0,san jose,921.511524033672
0,1,0,dallas,815.0292335365446
1,0,0,new york,897.7451285993012
0,1,0,fort worth,748.3162934513032
0,1,0,chicago,738.5896702315345
1,0,0,denver,753.9585566099599
0,0,1,austin,907.9867021820526
1,0,0,charlotte,954.3999163832868
0,0,1,philadelphia,954.9565879342792
1,0,0,chicago,898.8998983024501
1,0,0,denver,912.5058652180702
1,0,0,philadelphia,1028.33646420097
0,0,1,san diego,1027.7768938692816
0,0,1,fort worth,840.6829984435392
1,0,0,jacksonville,850.9764705295728
1,0,0,san jose,1009.309649459514
0,1,0,chicago,852.295202826914
0,1,0,houston,774.7448662191196
0,0,1,new york,724.7854472395516
1,0,0,fort worth,892.7680102001472
0,0,1,houston,769.5064076364241
0,0,1,austin,845.9037059960264
1,0,0,denver,868.3343386652048
0,1,0,austin,785.7092508692106
0,0,1,jacksonville,895.1573552147828
0,1,0,austin,898.5439583716238
1,0,0,philadelphia,968.6665529875444
1,0,0,jacksonville,866.4960883896204
1,0,0,,868.7950356138126
1,0,0,san jose,917.4542376198926
1,0,0,chicago,868.1477853959616
1,0,0,chicago,729.7770461253226
1,0,0,washington,873.4354981713435
0,0,1,charlotte,926.710997079446
0,0,1,chicago,864.2574834045371
1,0,0,san jose,982.9905787996712
0,0,1,austin,960.8667380935748
0,1,0,san diego,847.3515554526196
1,0,0,philadelphia,1024.826213520306
0,1,0,washington,900.0712531996276
0,1,0,austin,883.0008570974185
0,1,0,jacksonville,803.2012072383682
0,0,1,charlotte,980.3524460634078
0,0,1,seattle,824.5884248614818
1,0,0,fort worth,859.0406117017292
1,0,0,chicago,893.0497309139284
1,0,0,san francisco,902.6207518864252
0,0,1,columbus,833.3956720400444
1,0,0,seattle,942.9889601663156
0,1,0,columbus,695.197258024022
0,1,0,phoenix,960.672953923612
0,1,0,columbus,804.2950008992281
0,0,1,san diego,849.9869335092872
1,0,0,san francisco,980.4026454174394
1,0,0,san francisco,904.1767025351868
0,0,1,denver,815.4949268798129
1,0,0,washington,858.2648358656685
0,1,0,philadelphia,946.3846831933776
1,0,0,denver,858.5324510416054
1,0,0,san diego,892.0792017069601
0,0,1,philadelphia,972.9386484429924
1,0,0,washington,928.1477687877684
0,1,0,san francisco,879.330415683607
1,0,0,chicago,903.6799521024816
0,0,1,san jose,975.3133247621574
0,1,0,san francisco,786.0373403700854
1,0,0,charlotte,1022.2899709974154
1,0,0,indianapolis,901.1261302966932
0,0,1,denver,835.5230134471329
1,0,0,austin,884.1437619616486
1,0,0,charlotte,951.5913013227964
0,0,1,phoenix,906.7142496660072
0,0,1,phoenix,935.5798013617614
1,0,0,columbus,1000.0368554362228
0,0,1,seattle,890.9621958176045
0,0,1,san diego,829.499331961432
0,0,1,phoenix,884.9878240075441
1,0,0,san antonio,985.4931851175328
1,0,0,charlotte,944.7889892941066
0,1,0,columbus,830.9352248760673
1,0,0,phoenix,964.8611045117838
0,1,0,dallas,769.6805530266787
1,0,0,houston,825.5467305021041
0,1,0,houston,598.6787739533764
0,0,1,charlotte,947.98755621004
1,0,0,indianapolis,811.3935118494966
0,0,1,san francisco,778.0816200117576
1,0,0,houston,863.3887350942925
1,0,0,philadelphia,1024.4771438978887
0,0,1,charlotte,836.1595955953637
0,1,0,houston,801.1697753823514
1,0,0,philadelphia,927.8397038435816
0,1,0,phoenix,891.4465528016461
0,1,0,charlotte,899.9474601950917
0,1,0,charlotte,860.6678275775702
0,0,1,san jose,919.4936467280749
0,1,0,dallas,758.1899838261136
1,0,0,houston,864.1768628463747
1,0,0,columbus,892.7353046507641
0,0,1,houston,754.805739800965
0,0,1,jacksonville,776.108403842992
0,1,0,san jose,918.4177091595242
1,0,0,houston,861.2005340327249
0,1,0,seattle,841.4918141491294
1,0,0,fort worth,831.4798110178017
1,0,0,,823.7780781102613
1,0,0,columbus,829.4081536065071
0,1,0,seattle,788.9621211014887
1,0,0,new york,892.6223143793956
0,0,1,charlotte,893.8087566396284
1,0,0,san francisco,977.2412291165869
0,1,0,phoenix,826.8926103559654
1,0,0,philadelphia,985.4398067739592
0,1,0,philadelphia,828.8478455501559
1,0,0,chicago,838.344000125451
0,1,0,charlotte,866.6831204826043
0,0,1,jacksonville,802.3681969631691
0,1,0,houston,755.4707724029762
0,0,1,new york,853.0125456811201
1,0,0,houston,905.6687214515098
1,0,0,new york,827.0048528554131
0,1,0,san diego,828.3921152791156
1,0,0,phoenix,955.9025937254193
0,0,1,los angeles,760.5909370270374
0,0,1,jacksonville,787.5606451702711
1,0,0,indianapolis,887.7473642942676
0,0,1,san antonio,798.3671593007675
0,0,1,austin,908.3289759655949
1,0,0,houston,744.8778751587353
0,1,0,phoenix,853.8523816036345
0,0,1,philadelphia,820.3245544390302
0,0,1,austin,881.7710728646864
0,0,1,new york,809.1130639108762
1,0,0,san jose,974.1512781264078
1,0,0,washington,856.3724440045077
1,0,0,austin,900.2049727020528
0,1,0,indianapolis,703.139250443226
0,1,0,san diego,739.2945698866994
1,0,0,fort worth,875.3242752211725
0,0,1,washington,827.1176599131119
0,1,0,seattle,831.4704107391908
0,1,0,charlotte,845.9929173481687
0,0,1,los angeles,766.2828305637806
1,0,0,phoenix,943.2000352869136
1,0,0,seattle,898.5523496219445
1,0,0,chicago,813.762550383314
0,1,0,indianapolis,710.5080151942258
1,0,0,charlotte,993.5461542878792
1,0,0,philadelphia,978.0310773105092
0,1,0,denver,815.6434711860022
0,0,1,san antonio,952.1050404247668
1,0,0,seattle,822.8595681982594
1,0,0,columbus,859.0566172195745
1,0,0,philadelphia,979.181723351018
1,0,0,san diego,938.178669961463
0,0,1,san francisco,899.7940592107869
1,0,0,san francisco,935.431248218311
1,0,0,san francisco,955.921505828082
0,0,1,charlotte,924.0680103175334
1,0,0,new york,849.5748126541246
0,1,0,austin,959.497825969367
0,1,0,phoenix,866.6662589631129
0,1,0,phoenix,846.9076254998266
1,0,0,philadelphia,919.3890342412484
1,0,0,los angeles,910.9734207218828
0,0,1,philadelphia,973.224501318491
1,0,0,columbus,854.9767302440301
1,0,0,austin,955.3310225800394
0,1,0,houston,763.4578220771728
0,0,1,dallas,851.6087384781202
1,0,0,chicago,859.0082441949818
0,0,1,charlotte,901.319540074462
1,0,0,austin,936.4618990269188
1,0,0,houston,795.6701804616703
1,0,0,new york,842.4910981329751
1,0,0,charlotte,931.1466620730272
0,0,1,denver,731.8911457778586
0,1,0,charlotte,920.6472334879044
0,0,1,austin,929.9783869144076
0,0,1,san diego,877.1113558329597
1,0,0,new york,946.227399240695
1,0,0,dallas,913.8923691319372
0,1,0,jacksonville,754.5192171706295
1,0,0,san diego,978.6695530658352
1,0,0,indianapolis,912.6130758739944
1,0,0,san jose,912.1039168211546
0,0,1,san antonio,911.1390534300576
0,1,0,denver,735.6375213950388
0,0,1,philadelphia,972.8574119471738
1,0,0,denver,842.1026616465522
0,1,0,seattle,771.3333638642271
0,1,0,san francisco,777.4862939155265
0,0,1,los angeles,804.3915896925481
0,1,0,columbus,705.9821860998552
0,1,0,san jose,743.0501270076195
